,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00089347,77,13,35,9,2,-,17,1,-,-,-,-,2,-,1
S00089348,80,11,31,6,3,1,19,6,2,-,1,1,1,-,1
S00089349,73,11,24,11,1,3,17,5,1,-,-,1,-,-,-
S00089350,92,8,42,8,1,7,14,8,2,-,2,-,1,-,-
S00089351,117,14,52,17,6,3,6,5,9,1,4,-,1,-,3
S00089352,118,14,41,9,-,4,21,6,10,8,5,-,-,-,-
S00089353,84,13,38,6,3,2,15,3,2,1,1,-,2,-,-
S00089354,52,12,26,3,-,1,7,2,-,-,1,-,-,-,-
S00089355,114,21,53,10,-,4,16,5,3,2,-,-,-,-,-
S00089356,53,7,30,1,-,2,4,3,3,2,1,-,-,-,-
S00089357,90,14,32,10,3,8,10,9,2,2,-,1,-,1,-
S00089358,65,8,26,5,-,5,10,7,1,1,2,-,-,-,-
S00089359,89,17,31,5,7,3,15,6,5,-,-,4,1,2,3
S00089360,88,9,43,5,2,2,11,4,1,9,2,1,-,-,-
S00089361,107,17,37,3,3,7,22,7,4,5,2,1,1,-,-
S00089362,46,7,16,2,-,2,10,2,2,3,2,-,-,-,-
S00089363,52,6,28,2,2,5,8,-,-,1,-,1,-,-,-
S00089364,90,4,45,2,1,13,4,16,2,-,3,-,-,-,1
S00089365,114,5,61,7,5,12,2,18,3,1,-,1,-,1,-
S00089366,94,10,41,4,3,16,3,9,5,1,2,-,-,-,1
S00089367,77,12,28,7,-,6,6,4,7,3,4,-,-,-,-
S00089368,53,4,28,1,3,7,2,8,-,-,-,-,-,-,1
S00089369,101,4,62,2,4,15,1,9,4,-,-,2,-,-,2
S00089370,76,7,30,5,2,9,14,2,1,5,1,-,-,-,2
S00089371,101,7,45,9,2,4,8,11,4,9,2,1,1,-,2
S00089372,47,6,26,1,1,2,11,-,-,-,-,-,1,-,-
S00089373,85,6,53,3,1,5,6,5,4,1,1,-,1,-,1
S00089374,48,5,25,4,-,2,10,-,1,1,-,-,-,-,-
S00089375,87,9,41,4,1,2,26,-,1,1,2,-,1,-,-
S00089376,87,16,29,6,-,3,29,-,3,-,1,-,-,-,-
S00089377,55,3,22,4,1,2,20,-,3,-,-,1,-,1,-
S00089378,72,8,30,8,2,3,14,3,4,-,-,-,-,-,2
S00089379,121,16,49,14,1,2,31,1,3,1,3,-,1,-,-
S00089380,111,21,49,9,2,9,15,4,2,-,-,-,2,-,1
S00089381,74,6,28,4,-,8,20,4,3,-,1,-,-,-,-
S00089382,80,13,31,4,-,-,28,3,1,-,-,-,-,-,-
S00089383,81,7,42,8,-,-,16,3,3,-,2,-,-,-,-
S00089384,79,10,35,10,1,4,11,5,2,-,1,-,-,-,1
S00089385,104,18,38,16,6,3,16,-,4,2,1,2,2,-,-
S00089386,150,13,48,18,-,9,42,7,11,1,1,-,-,-,-
S00089387,111,9,40,8,3,4,33,5,8,1,-,-,1,-,1
S00089388,116,14,44,18,3,6,9,9,6,4,3,-,1,-,1
S00089389,73,7,31,1,-,3,27,2,1,1,-,-,-,-,-
S00089390,62,7,25,8,1,2,13,4,2,-,-,-,1,-,-
S00089391,77,10,33,7,7,1,10,-,1,8,-,2,1,-,2
S00089392,53,8,23,-,4,2,4,2,3,5,2,2,1,-,2
S00089393,60,9,26,2,1,3,12,-,2,5,-,-,-,-,-
S00089394,35,3,16,2,-,-,11,2,-,1,-,-,-,-,-
S00089395,81,10,34,3,3,2,15,4,3,6,1,1,-,-,1
S00089396,61,9,17,5,-,2,15,-,1,11,1,-,-,-,-
S00089397,79,11,32,7,3,3,15,2,3,3,-,1,-,1,-
S00089398,72,10,29,7,-,1,17,1,5,2,-,-,-,-,-
S00089399,12,-,-,1,1,-,9,-,1,-,-,-,-,-,-
S00089400,74,10,39,2,3,1,12,-,6,-,1,1,1,-,1
S00089401,54,8,21,-,2,3,12,2,3,3,-,1,-,-,1
S00089402,64,9,23,-,5,2,15,1,1,5,3,-,2,-,1
S00089403,79,7,24,9,-,4,20,9,4,-,2,-,-,-,-
S00089404,71,10,26,10,1,4,13,3,3,1,-,-,1,-,-
S00089405,77,11,30,10,2,4,11,3,6,-,-,-,1,-,-
S00089406,109,15,49,5,2,7,16,9,4,1,1,1,-,-,1
S00089407,88,8,33,11,2,4,16,12,2,-,-,1,-,-,-
S00089408,80,11,38,7,-,1,12,8,1,1,1,-,-,-,-
S00089409,87,10,36,10,4,3,15,5,2,1,1,1,-,1,-
S00089410,91,14,30,14,4,9,8,6,5,-,1,2,1,1,3
S00089411,73,9,29,9,-,4,12,4,6,-,-,-,-,-,-
S00089412,122,17,42,10,2,6,33,3,8,1,-,-,-,-,1
S00089413,136,18,56,14,3,7,23,4,10,-,1,1,1,-,-
S00089414,43,8,20,4,-,-,6,-,-,4,1,-,-,-,-
S00089415,74,15,31,5,3,1,11,2,2,4,-,1,-,-,-
S00089416,106,23,46,11,-,9,10,1,5,-,1,-,-,-,-
S00089417,100,18,30,9,-,7,21,8,4,2,1,-,-,-,-
S00089418,95,11,36,4,1,4,21,7,8,1,2,-,1,-,-
S00089419,89,7,45,3,4,3,15,5,5,2,-,-,2,-,1
S00089420,110,19,48,8,-,5,16,6,7,-,1,-,-,-,-
S00089421,112,16,56,8,-,9,14,2,7,-,-,-,-,-,-
S00089422,65,7,31,5,1,2,18,-,1,-,-,1,-,-,-
S00089423,115,16,49,13,3,3,19,4,8,-,-,-,2,-,1
S00089424,102,16,41,11,2,9,15,4,2,-,2,2,-,1,1
S00089425,146,11,60,24,1,4,17,9,15,-,5,-,1,-,1
S00089426,124,14,62,17,3,3,3,1,19,-,2,-,1,-,-
S00089427,57,11,20,5,3,4,9,3,2,-,-,-,1,-,1
S00089428,57,1,34,8,-,2,4,3,4,1,-,-,-,-,-
S00089429,80,12,33,9,-,4,10,5,6,-,1,-,-,-,-
S00089430,78,7,36,3,3,2,23,-,4,-,-,1,1,-,1
S00089431,57,5,25,5,2,5,6,3,3,2,1,-,1,-,2
S00089432,44,8,15,5,2,-,9,1,4,-,-,-,1,1,-
S00089433,56,5,30,6,2,1,6,1,1,4,-,-,2,-,1
S00089434,58,13,22,4,-,2,5,5,4,3,-,-,-,-,-
S00089435,88,5,30,15,3,5,18,5,7,-,-,-,-,-,1
S00089436,86,8,38,8,1,3,22,1,5,-,-,-,-,-,-
S00089437,103,10,39,13,3,5,18,5,7,1,2,-,1,-,-
S00089438,107,19,32,16,-,2,19,4,11,3,1,-,-,-,-
S00089439,86,14,34,7,1,5,13,5,4,-,3,1,-,1,-
S00089440,38,5,13,7,1,-,5,2,5,-,-,-,1,-,-
S00089441,66,7,24,5,2,6,12,4,3,3,-,-,1,-,1
S00089442,90,9,42,10,2,4,14,4,1,4,-,2,-,-,1
S00089443,50,3,33,6,-,-,-,6,-,2,-,-,-,-,-
S00089444,129,2,70,7,-,20,3,24,2,-,1,-,-,-,-
S00089445,136,6,73,2,3,26,1,19,2,1,3,1,-,-,-
S00089446,104,3,39,2,1,23,-,33,2,1,-,-,-,-,1
S00089447,84,5,40,6,2,7,1,19,4,-,-,-,-,-,1
S00089448,95,3,49,3,3,10,1,19,4,3,-,1,-,-,1
S00089449,135,13,67,5,5,11,5,21,2,2,4,3,-,2,-
S00089450,75,14,30,3,6,-,6,6,6,4,-,1,3,-,2
S00089451,52,3,18,3,3,6,8,2,2,5,2,-,-,-,2
S00089452,79,8,23,3,5,5,20,2,-,11,2,2,1,-,2
S00089453,107,3,52,3,9,17,1,8,1,11,2,-,3,1,3
S00089454,68,6,30,4,2,2,14,-,-,8,2,-,-,-,1
S00089455,68,9,27,1,12,-,9,1,-,8,1,2,3,-,3
S00089456,109,12,46,3,2,11,12,10,2,6,5,-,-,-,1
S00089457,82,4,40,1,3,18,1,10,-,3,2,2,-,-,1
S00089458,71,8,44,1,3,6,1,6,-,1,1,1,1,-,2
S00089459,59,5,33,1,3,6,-,9,-,2,-,1,-,1,1
S00089460,37,1,3,1,1,1,25,-,-,3,2,-,1,-,-
S00089461,97,8,49,-,5,9,6,7,-,11,2,-,1,-,1
S00089462,86,5,42,2,2,14,1,11,1,7,1,1,-,-,1
S00089463,116,5,61,4,2,11,6,25,1,-,1,1,-,-,1
S00089464,128,8,67,-,2,13,5,28,2,-,3,1,-,-,-
S00089465,80,3,58,1,1,4,2,10,-,1,-,-,-,-,-
S00089466,62,3,33,1,1,7,3,11,-,3,-,-,1,-,-
S00089467,76,7,38,4,-,11,3,6,2,4,1,-,-,-,-
S00089468,60,7,24,4,3,9,-,7,2,-,4,3,-,1,-
S00089469,97,8,30,3,2,20,-,26,4,3,1,-,-,1,1
S00089470,70,-,35,5,-,18,4,7,-,-,1,-,-,-,-
S00089471,65,2,39,5,1,6,-,5,4,1,2,-,-,-,-
S00089472,65,5,31,3,2,7,6,4,2,4,1,1,-,-,1
S00089473,88,5,55,4,3,10,-,1,1,5,4,1,-,-,-
S00089474,126,15,45,4,13,13,3,13,1,14,5,7,2,2,4
S00089475,63,7,33,4,2,3,5,7,1,-,1,-,1,-,1
S00089476,55,4,36,1,-,5,1,6,-,-,2,-,-,-,-
S00089477,99,3,40,2,-,26,3,23,2,-,-,-,-,-,-
S00089478,93,4,26,-,1,28,2,29,2,1,-,1,-,-,-
S00089479,68,6,23,5,2,21,4,2,2,1,2,1,-,1,-
S00089480,65,4,27,2,-,12,3,15,1,-,1,-,-,-,-
S00089481,120,4,48,4,3,29,-,31,-,-,1,1,1,-,1
S00089482,70,5,37,3,1,8,2,9,-,5,-,-,-,-,-
S00089483,83,4,35,1,2,21,3,17,-,-,-,1,-,-,-
S00089484,93,7,39,1,1,8,14,4,3,11,5,-,-,-,-
S00089485,66,8,28,3,3,12,-,11,-,1,-,1,-,-,1
S00089486,71,3,25,2,3,1,18,5,1,9,4,-,1,-,-
S00089487,56,5,19,2,1,5,15,3,1,3,2,-,1,-,-
S00089488,106,3,31,2,4,29,11,20,2,3,1,-,-,1,2
S00089489,127,5,38,1,3,31,2,44,1,-,2,-,-,-,-
S00089490,236,11,54,2,2,73,3,82,4,4,1,-,1,-,-
S00089491,107,5,45,4,1,21,2,28,-,1,-,1,-,1,-
S00089492,65,3,31,5,3,3,9,3,1,7,-,1,1,1,1
S00089493,60,6,20,3,4,8,7,8,2,1,1,2,1,-,1
S00089494,63,8,17,4,1,2,19,1,-,9,2,-,-,-,-
S00089495,56,4,18,1,2,4,6,12,2,4,3,-,-,-,-
S00089496,60,3,28,1,1,3,8,4,-,12,-,-,1,-,-
S00089497,192,5,49,6,2,56,6,65,2,-,1,-,-,-,-
S00089498,101,16,43,5,6,3,6,7,5,8,2,1,-,-,1
S00089499,50,9,18,2,11,3,7,-,-,-,-,1,4,1,6
S00089500,70,13,19,3,1,5,9,11,4,3,2,1,-,1,-
S00089501,121,13,43,6,14,11,4,7,3,16,4,4,2,-,6
S00089502,108,19,41,1,3,7,10,10,6,8,3,1,1,-,1
S00089503,34,1,-,1,1,-,26,-,-,5,-,-,1,-,1
S00089504,35,4,5,-,-,-,20,1,-,5,-,-,-,-,-
S00089505,34,1,4,-,-,-,22,-,-,7,-,-,-,-,-
S00089506,75,6,37,6,4,3,8,3,3,4,1,2,-,3,-
S00089507,72,10,33,1,5,-,7,5,2,5,4,1,1,-,3
S00089508,89,15,40,7,4,6,4,3,1,7,2,-,3,-,2
S00089509,46,1,24,5,1,3,3,3,-,2,4,-,-,-,-
S00089510,101,17,28,8,12,9,7,6,6,7,1,6,-,1,6
S00089511,69,8,26,2,3,6,3,3,6,8,4,-,-,-,3
S00089512,53,2,29,2,2,5,2,5,1,2,3,1,-,-,1
S00089513,102,11,37,4,6,7,9,14,4,9,1,2,1,-,3
S00089514,69,5,25,-,3,7,4,7,8,5,5,-,-,-,1
S00089515,237,15,40,4,1,70,8,90,1,7,1,-,-,-,-
S00089516,90,6,38,11,3,9,-,13,1,6,3,2,-,-,2
S00089517,58,7,16,1,2,5,15,9,1,2,-,-,-,-,1
S00089518,113,21,26,4,6,5,26,4,8,9,4,-,3,-,2
S00089519,84,8,31,8,3,3,24,2,2,2,1,1,-,2,1
S00089520,74,7,29,9,1,-,20,3,5,-,-,1,-,-,-
S00089521,95,14,36,7,-,6,24,3,3,-,2,-,-,-,-
S00089522,91,7,47,6,3,12,10,3,3,-,-,-,2,-,1
S00089523,75,10,21,8,3,4,9,11,4,4,1,1,-,1,2
S00089524,77,9,38,3,3,1,14,1,2,6,-,-,1,-,1
S00089525,58,6,28,2,-,-,13,1,3,2,3,-,-,-,-
S00089526,58,5,20,-,1,2,24,1,-,3,2,-,1,-,-
S00089527,60,4,19,2,1,-,23,1,2,5,3,-,1,-,-
S00089528,78,7,36,4,-,2,9,5,1,11,3,-,-,-,-
S00089529,88,8,48,4,2,-,15,2,3,2,4,-,1,-,-
S00089530,55,6,30,-,1,8,7,-,1,-,2,-,-,-,1
S00089531,66,10,33,2,-,2,7,3,5,3,1,-,-,-,-
S00089532,90,17,44,4,2,3,13,2,2,3,-,2,-,-,-
S00089533,59,11,25,3,4,1,7,2,1,5,-,1,1,-,1
S00089534,95,13,49,1,8,4,11,3,1,5,-,2,2,1,5
S00089535,64,8,27,3,4,-,10,2,6,2,2,1,-,2,-
S00089536,90,10,36,3,4,4,13,3,6,7,4,1,1,-,1
S00089537,60,12,27,4,1,5,6,1,-,3,1,-,-,-,1
S00089538,63,9,21,1,1,5,10,4,1,8,3,1,-,-,-
S00089539,60,7,26,-,4,2,3,2,5,9,2,-,-,-,-
S00089540,72,12,33,5,4,4,4,3,-,5,2,-,1,-,4
S00089541,72,11,35,2,2,3,7,1,4,6,1,-,1,-,1
S00089542,112,9,93,3,1,4,-,-,-,2,-,-,-,-,-
S00089543,65,6,27,-,6,3,3,4,2,14,-,2,-,-,3
S00089544,80,11,39,-,8,9,2,2,4,3,2,3,1,1,5
S00089545,21,-,2,-,-,1,14,-,-,3,1,-,-,-,-
S00089546,81,16,28,-,11,9,6,6,2,3,-,4,3,1,5
S00089547,110,16,61,2,2,5,10,-,3,11,-,2,-,-,2
S00089548,142,14,70,6,17,7,1,10,3,10,4,8,4,2,8
S00089549,83,10,36,2,6,4,7,3,2,9,4,3,1,2,1
S00089550,76,15,32,2,3,4,5,4,4,5,2,1,-,1,1
S00089551,63,6,30,1,5,3,8,-,-,7,3,-,1,-,4
S00089552,69,5,43,-,7,4,1,4,4,-,1,-,-,1,3
S00089553,62,9,36,6,1,1,2,2,3,2,-,-,-,-,-
S00089554,55,5,20,3,8,5,2,5,1,1,5,3,-,-,7
S00089555,121,18,58,3,1,7,25,5,-,3,1,-,-,-,-
S00089556,66,11,37,5,-,-,8,-,2,1,2,-,-,-,-
S00089557,126,13,73,1,6,8,3,7,1,10,4,1,-,-,2
S00089558,96,16,46,5,4,5,9,4,5,2,-,1,-,-,-
S00089559,114,12,59,6,5,3,14,8,3,4,-,1,1,-,2
S00089560,60,4,36,2,-,2,8,5,-,3,-,-,-,-,-
S00089561,77,8,26,2,9,4,6,11,3,1,7,6,-,5,1
S00089562,74,10,34,3,2,5,6,3,3,5,3,-,1,-,1
S00089563,61,2,29,3,5,4,6,7,-,5,-,2,1,1,1
S00089564,77,11,36,1,1,10,5,7,1,5,-,-,-,-,1
S00089565,112,24,41,7,4,9,6,12,1,8,-,-,-,-,3
S00089566,116,11,56,1,5,11,10,17,2,3,-,1,-,1,1
S00089567,122,18,51,5,12,12,2,7,6,7,2,4,2,3,5
S00089568,138,18,53,9,8,12,8,17,2,9,2,2,-,1,5
S00089569,81,7,35,1,1,1,22,5,4,5,-,-,1,-,1
S00089570,86,12,30,5,9,8,3,4,5,7,3,2,3,2,3
S00089571,127,20,46,6,3,16,12,17,3,-,4,-,-,-,1
S00089572,58,8,20,4,1,4,12,1,3,2,3,1,-,-,-
S00089573,83,8,41,5,2,6,10,7,-,3,1,2,-,1,-
S00089574,74,6,36,3,1,8,-,17,2,-,1,-,-,-,-
S00089575,57,8,26,5,-,2,7,4,3,-,2,-,-,-,-
S00089576,97,9,55,1,2,3,5,16,5,1,-,-,2,-,-
S00089577,69,11,24,-,5,10,1,5,4,7,2,1,2,1,2
S00089578,79,4,35,1,7,9,2,8,3,8,2,2,1,1,2
S00089579,65,11,31,-,4,8,-,3,3,3,2,1,-,-,2
S00089580,82,11,35,4,7,5,2,2,4,7,5,2,-,-,6
S00089581,64,8,23,3,7,8,2,3,4,6,-,2,-,1,2
S00089582,91,11,43,3,6,6,2,6,5,7,2,3,-,1,-
S00089583,111,15,47,4,13,3,15,-,3,9,2,2,2,-,7
S00089584,52,2,14,1,7,3,6,-,6,12,1,2,3,-,2
S00089585,97,11,50,2,6,5,8,2,3,7,3,1,3,-,4
S00089586,88,13,37,3,9,13,-,6,2,4,1,4,-,1,4
S00089587,59,9,19,2,1,4,9,8,1,6,-,-,-,-,-
S00089588,79,8,34,5,2,3,21,-,5,1,-,1,1,-,-
S00089589,70,8,32,2,2,-,19,2,1,2,2,-,-,-,-
S00089590,92,10,47,4,-,7,12,5,2,2,3,-,-,-,-
S00089591,96,8,40,3,4,8,12,11,1,5,4,-,2,-,2
S00089592,71,11,33,1,6,2,6,1,3,3,5,1,1,1,3
S00089593,88,16,38,1,10,2,8,2,2,7,2,2,1,2,3
S00089594,58,12,26,1,2,6,-,3,3,3,2,-,-,-,1
S00089595,115,14,49,-,10,10,8,13,4,6,1,6,1,4,1
S00089596,89,13,47,5,-,7,13,2,-,1,1,-,-,-,-
S00089597,83,12,26,2,11,4,1,5,11,7,4,4,1,3,4
S00089598,49,8,19,1,6,3,-,3,3,5,1,1,2,1,2
S00089599,101,15,35,5,10,9,5,4,6,11,1,3,-,-,4
S00089600,42,5,17,1,-,4,3,3,3,6,-,-,-,-,-
S00089601,59,7,25,3,2,11,3,2,-,3,3,1,-,1,-
S00089602,97,15,37,2,14,4,8,1,1,12,3,4,3,-,8
S00089603,80,7,25,4,6,2,12,14,1,7,2,3,1,-,4
S00089604,68,10,23,4,7,4,4,7,-,7,2,1,-,-,3
S00089605,115,15,47,2,8,6,7,12,5,10,3,2,1,-,2
S00089606,96,15,28,6,4,11,8,9,2,9,4,-,1,1,1
S00089607,104,17,41,5,1,17,2,9,11,1,-,-,-,-,-
S00089608,48,6,13,3,2,1,16,-,1,5,1,-,-,-,1
S00089609,77,9,31,3,11,4,2,2,7,4,4,-,4,1,4
S00089610,103,15,37,6,7,4,13,4,5,8,4,3,-,1,3
S00089611,69,10,24,5,10,4,5,1,1,9,-,3,4,1,5
S00089612,76,11,30,2,9,3,4,1,4,8,4,-,4,-,2
S00089613,56,4,13,2,-,7,15,10,1,4,-,-,-,-,-
S00089614,135,22,50,4,10,12,8,6,9,8,6,1,-,-,5
S00089615,96,8,39,1,9,1,8,2,12,10,6,5,1,1,3
S00089616,93,13,46,5,9,3,-,2,1,12,2,1,1,-,4
S00089617,113,25,51,6,5,11,-,1,8,2,4,-,1,-,2
S00089618,91,13,42,-,11,6,-,6,4,4,5,4,1,3,4
S00089619,104,12,53,7,10,2,4,2,10,-,4,1,1,-,4
S00089620,113,19,48,6,6,3,2,7,9,8,5,1,2,1,2
S00089621,26,1,4,2,1,-,15,-,-,3,-,-,1,-,1
S00089622,69,7,26,2,3,3,18,6,1,2,1,2,-,1,-
S00089623,83,8,28,1,5,1,22,7,4,4,3,2,-,1,2
S00089624,67,7,17,5,-,10,5,20,2,1,-,-,-,-,-
S00089625,85,8,34,2,2,8,8,18,5,-,-,-,-,-,2
S00089626,146,6,40,1,1,35,4,58,-,-,1,1,-,-,-
S00089627,68,5,30,1,1,13,-,15,-,2,1,-,-,-,-
S00089628,108,4,41,3,5,23,2,25,-,2,3,-,-,-,2
S00089629,123,10,44,4,7,12,2,25,9,6,4,1,-,2,1
S00089630,65,8,21,7,3,5,4,6,7,3,1,2,-,-,1
S00089631,86,11,25,4,5,14,3,12,6,5,1,-,-,1,2
S00089632,86,8,36,2,12,16,-,4,2,4,2,1,3,-,5
S00089633,385,11,47,4,5,83,6,208,4,10,7,1,-,1,2
S00089634,92,6,33,1,2,15,12,19,-,1,3,-,-,-,1
S00089635,60,3,29,-,1,10,-,15,-,2,-,-,-,-,-
S00089636,104,7,31,7,1,16,15,14,9,1,3,1,-,-,-
S00089637,57,7,27,-,-,8,4,10,-,1,-,-,-,-,-
S00089638,95,3,35,6,1,12,6,28,1,2,1,-,-,-,-
S00089639,89,6,41,6,3,17,4,12,-,-,-,2,-,-,-
S00089640,115,8,49,5,1,27,10,12,2,-,1,-,-,-,-
S00089641,55,4,19,-,2,11,1,18,-,-,-,1,-,-,-
S00089642,59,6,25,-,1,6,2,10,4,4,1,-,1,-,1
S00089643,109,16,35,1,2,34,4,12,4,1,-,1,-,1,1
S00089644,131,16,53,7,9,12,4,11,8,6,5,2,2,-,1
S00089645,114,12,36,3,13,16,2,17,4,4,7,4,-,4,6
S00089646,108,9,39,1,1,13,15,18,3,7,2,-,-,-,-
S00089647,136,6,38,2,2,39,1,46,2,-,-,1,-,-,2
S00089648,60,2,28,1,1,10,1,17,-,-,-,-,-,-,1
S00089649,93,8,25,3,4,13,13,15,-,11,1,2,1,-,1
S00089650,117,5,28,4,2,19,7,45,5,1,1,-,-,1,1
S00089651,368,13,53,5,1,72,7,208,3,2,4,-,-,-,1
S00089652,134,5,37,7,1,34,5,43,-,-,2,-,-,-,-
S00089653,106,4,42,6,3,30,-,17,3,-,1,1,-,-,1
S00089654,95,4,15,4,-,23,3,38,2,4,2,-,-,-,-
S00089655,75,1,17,1,-,20,1,31,3,-,1,-,-,-,-
S00089656,79,5,28,4,3,16,-,20,3,-,-,-,-,-,-
S00089657,59,7,18,8,-,11,5,8,1,1,-,-,-,-,-
S00089658,120,5,50,1,2,33,3,25,-,-,1,-,-,-,1
S00089659,214,2,33,4,2,72,1,99,-,1,-,-,-,-,1
S00089660,112,6,36,-,1,30,2,33,2,1,1,-,-,-,-
S00089661,121,2,50,8,9,14,3,20,3,8,4,6,-,2,4
S00089662,88,7,32,2,-,16,6,18,1,6,-,-,-,-,-
S00089663,114,6,46,2,6,18,-,30,-,3,3,1,2,1,2
S00089664,61,6,21,3,4,6,8,12,-,1,-,2,1,-,4
S00089665,95,1,52,5,-,18,3,12,-,-,4,-,-,-,-
S00089666,87,2,37,5,3,21,-,16,3,-,-,1,1,-,3
S00089667,58,5,27,10,2,2,-,6,2,4,-,-,1,-,2
S00089668,73,10,25,2,5,7,8,7,-,4,5,3,1,1,1
S00089669,129,11,44,8,7,28,1,25,1,1,3,3,1,1,3
S00089670,70,2,13,1,2,13,-,36,-,2,1,1,-,1,-
S00089671,306,4,34,1,2,116,2,143,2,1,1,1,-,-,1
S00089672,104,9,35,6,10,1,15,3,1,18,6,2,4,-,2
S00089673,66,5,18,-,3,2,29,4,-,5,-,-,1,-,1
S00089674,130,11,74,1,2,19,3,13,1,5,1,-,-,-,1
S00089675,128,7,69,4,3,18,1,19,4,1,2,1,-,1,1
S00089676,65,6,30,5,3,9,-,6,1,4,1,1,-,1,-
S00089677,114,8,58,5,5,14,-,18,-,2,4,2,1,-,1
S00089678,60,6,25,2,-,17,1,6,1,1,1,-,-,-,-
S00089679,123,6,54,3,5,21,7,19,2,4,2,4,-,1,3
S00089680,113,7,40,3,4,22,2,23,1,8,3,1,2,-,-
S00089681,136,5,47,7,5,24,11,35,1,1,-,2,-,2,1
S00089682,58,3,30,3,-,6,1,13,1,-,1,-,-,-,-
S00089683,74,9,32,2,1,12,4,12,-,2,-,-,-,-,-
S00089684,68,2,52,2,2,2,2,4,-,2,-,1,-,1,-
S00089685,109,14,43,2,1,20,3,18,1,5,2,-,-,-,-
S00089686,57,5,18,3,-,10,3,17,1,-,-,-,-,-,-
S00089687,71,4,38,2,3,3,1,17,1,1,1,-,-,-,-
S00089688,82,8,33,2,2,17,6,10,2,1,1,1,-,-,2
S00089689,51,4,27,1,3,1,9,4,1,1,-,1,-,-,-
S00089690,128,12,49,5,2,11,26,16,1,4,2,1,-,-,-
S00089691,100,7,43,8,5,5,19,7,3,3,-,1,1,-,3
S00089692,48,2,24,2,-,-,7,10,1,2,-,-,-,-,-
S00089693,55,5,24,5,-,2,5,14,-,-,-,-,-,-,-
S00089694,101,6,55,9,2,3,2,19,4,-,1,-,-,-,1
S00089695,97,9,48,8,1,10,10,7,3,1,-,-,-,-,-
S00089696,123,15,64,8,3,10,8,10,1,1,3,1,1,1,2
S00089697,66,6,33,6,-,6,2,8,2,1,2,-,-,-,-
S00089698,90,7,38,6,-,11,15,11,-,-,2,-,-,-,-
S00089699,65,5,29,2,1,8,1,16,2,1,-,1,-,-,1
S00089700,97,7,49,3,4,9,6,16,2,1,-,1,1,-,-
S00089701,68,5,39,4,-,7,4,6,2,-,1,-,-,-,-
S00089702,66,7,29,1,1,16,2,9,-,-,1,1,-,-,-
S00089703,105,22,41,11,1,3,12,6,7,-,2,1,-,-,-
S00089704,86,15,33,9,-,5,13,2,5,-,4,-,-,-,-
S00089705,90,14,44,8,1,5,10,3,-,2,3,-,1,-,-
S00089706,94,11,43,12,-,6,13,6,3,-,-,-,-,-,-
S00089707,82,11,17,6,2,3,8,1,-,31,3,1,1,-,-
S00089708,44,9,21,2,1,-,6,1,-,3,1,-,-,-,-
S00089709,67,10,24,10,-,2,15,5,1,-,-,-,-,-,-
S00089710,97,17,36,3,2,3,28,2,2,4,-,-,1,-,2
S00089711,97,14,40,3,4,6,18,6,2,4,-,-,1,1,2
S00089712,86,9,37,7,1,4,19,5,3,1,-,-,-,-,-
S00089713,80,11,32,10,1,1,17,4,3,1,-,-,1,-,-
S00089714,118,15,47,14,4,7,16,7,7,1,-,1,2,-,1
S00089715,69,6,36,9,-,3,7,3,4,-,1,-,-,-,-
S00089716,39,7,14,4,-,1,12,-,-,1,-,-,-,-,-
S00089717,85,12,31,6,2,4,18,5,5,-,2,1,-,-,-
S00089718,118,23,51,15,1,3,8,13,4,-,-,-,-,-,-
S00089719,132,22,55,14,-,5,16,11,7,-,2,-,-,-,-
S00089720,124,19,58,9,5,9,12,3,6,3,-,3,-,2,2
S00089721,123,20,64,8,3,1,11,5,8,-,3,1,1,-,2
S00089722,77,5,42,6,3,2,8,9,2,-,-,-,1,-,1
S00089723,45,3,20,5,-,2,1,9,3,2,-,-,-,-,-
S00089724,63,3,35,4,1,3,4,7,2,1,3,-,-,-,-
S00089725,72,12,35,8,1,1,9,4,-,1,1,1,-,-,-
S00089726,83,10,49,5,1,2,8,5,2,-,1,-,-,-,1
S00089727,81,4,45,6,2,3,7,9,2,1,2,-,-,-,1
S00089728,73,8,37,4,1,4,7,5,4,2,1,-,-,-,-
S00089729,116,5,72,7,-,3,17,7,3,1,1,-,-,-,-
S00089730,76,7,54,7,1,-,2,3,1,1,-,-,-,-,-
S00089731,88,14,33,12,-,-,16,7,5,1,-,-,-,-,-
S00089732,112,15,49,11,-,6,16,9,1,3,2,-,-,-,-
S00089733,76,4,41,4,-,4,7,11,1,2,2,-,-,-,-
S00089734,66,6,33,3,2,4,12,2,2,-,2,1,1,1,-
S00089735,72,1,40,4,2,12,-,8,1,1,3,1,-,-,-
S00089736,72,1,47,4,1,6,3,9,-,-,1,-,1,-,1
S00089737,75,4,47,4,3,4,5,5,1,2,-,1,-,-,-
S00089738,54,11,28,2,2,3,4,-,1,1,2,-,-,-,-
S00089739,72,9,30,5,3,3,15,1,4,1,1,3,-,2,-
