,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S00092363,150,16,0,128,0,1,1,0,4
S00092364,76,9,1,65,0,0,1,0,0
S00092365,127,24,2,97,0,0,2,0,2
S00092366,184,27,0,149,1,0,1,0,6
S00092367,135,24,0,102,2,0,3,0,4
S00092368,117,21,2,88,1,2,0,0,3
S00092369,127,26,2,95,1,0,1,0,2
S00092370,167,39,1,90,0,1,4,20,12
S00092371,123,14,0,98,0,2,1,1,7
S00092372,153,18,1,128,0,1,1,0,4
S00092373,107,10,0,95,0,1,0,0,1
S00092374,121,19,2,93,0,1,0,2,4
S00092375,185,34,12,127,4,0,4,0,4
S00092376,117,19,0,95,0,0,0,0,3
S00092377,75,19,1,52,0,0,2,0,1
S00092378,111,23,1,78,0,1,0,0,8
S00092379,91,11,0,70,1,0,1,4,4
S00092380,58,6,1,45,2,0,2,0,2
S00092381,69,3,0,65,0,0,1,0,0
S00092382,100,10,0,80,0,0,1,0,9
S00092383,182,20,2,151,4,0,1,1,3
S00092384,165,46,0,110,2,0,1,1,5
S00092385,176,21,2,128,1,1,4,6,13
S00092386,149,11,1,122,1,0,2,0,12
S00092387,201,6,1,186,0,0,3,1,4
S00092388,101,10,0,87,0,0,0,1,3
S00092389,235,23,0,199,0,0,4,0,9
S00092390,112,13,0,92,0,0,2,0,5
S00092391,62,19,0,42,1,0,0,0,0
S00092392,173,24,0,137,2,0,4,0,6
S00092393,107,17,1,86,0,0,1,0,2
S00092394,175,26,0,138,3,1,2,0,5
S00092395,130,21,1,100,1,1,3,1,2
S00092396,115,26,1,83,1,0,0,0,4
S00092397,162,36,0,118,2,1,3,0,2
S00092398,191,22,1,154,2,1,1,0,10
S00092399,149,21,0,124,0,0,0,0,4
S00092400,195,34,4,121,0,2,4,0,30
S00092401,160,35,1,103,0,1,6,2,12
S00092402,143,25,1,111,0,1,0,0,5
S00092403,183,15,1,155,2,0,0,0,10
S00092404,76,19,0,55,0,1,0,0,1
S00092405,106,18,1,82,0,1,0,0,4
S00092406,149,23,0,117,1,0,5,0,3
S00092407,213,36,2,156,0,2,4,0,13
S00092408,134,16,0,115,1,1,0,0,1
S00092409,140,35,2,95,2,0,0,1,5
S00092410,170,12,0,146,0,0,3,4,5
S00092411,77,11,2,61,0,0,1,0,2
S00092412,113,21,0,91,0,0,0,0,1
S00092413,128,20,5,94,0,1,1,0,7
S00092414,84,17,2,59,1,0,2,0,3
S00092415,125,24,1,88,1,1,2,1,7
S00092416,104,19,1,80,1,0,1,1,1
S00092417,79,24,0,47,1,0,2,2,3
S00092418,130,31,1,75,0,8,9,0,6
S00092419,76,13,0,58,0,0,4,1,0
S00092420,142,26,2,99,2,0,6,0,7
S00092421,65,10,5,44,0,2,0,3,1
S00092422,111,19,0,88,0,0,1,0,3
S00092423,142,38,1,97,0,0,4,2,0
S00092424,63,19,4,37,1,0,0,0,2
S00092425,158,31,3,111,4,0,3,3,3
S00092426,129,16,0,106,0,0,1,0,6
S00092427,137,24,0,87,0,0,3,17,6
S00092428,81,26,0,49,1,0,0,0,5
S00092429,105,15,1,85,2,0,0,0,2
S00092430,112,8,0,95,1,2,5,0,1
S00092431,133,12,0,117,0,0,2,0,2
S00092432,117,8,3,85,3,0,4,8,6
S00092433,121,7,0,106,4,2,1,0,1
S00092434,217,28,1,172,6,0,2,1,7
S00092435,65,9,0,54,0,0,0,0,2
S00092436,158,12,0,141,1,0,0,2,2
S00092437,179,12,0,166,0,0,1,0,0
S00092438,65,14,0,44,0,1,0,0,6
S00092439,128,7,1,116,0,0,0,2,2
S00092440,72,5,0,64,0,1,1,0,1
S00092441,222,37,0,176,2,0,2,0,5
S00092442,146,18,0,125,0,0,1,2,0
S00092443,108,5,0,101,0,0,2,0,0
S00092444,106,12,1,87,0,0,2,0,4
S00092445,57,6,0,49,0,0,1,0,1
S00092446,112,17,1,87,1,0,2,0,4
S00092447,73,6,5,60,0,0,1,0,1
S00092448,161,30,0,120,2,2,3,1,3
S00092449,91,23,0,64,2,0,0,0,2
S00092450,192,37,0,138,2,0,4,1,10
S00092451,128,10,0,110,0,0,6,2,0
S00092452,116,8,1,105,1,0,0,0,1
S00092453,124,8,0,102,1,0,2,10,1
S00092454,86,12,0,71,0,0,1,0,2
S00092455,123,14,1,102,0,0,1,1,4
S00092456,86,5,0,78,0,0,3,0,0
S00092457,92,6,0,82,0,0,0,1,3
S00092458,180,11,1,157,3,1,1,0,6
S00092459,179,10,1,162,1,0,2,0,3
S00092460,96,1,0,92,0,0,1,2,0
S00092461,65,3,1,54,0,0,0,1,6
S00092462,150,11,0,123,0,0,1,0,15
S00092463,91,8,0,79,0,0,0,0,4
S00092464,135,14,5,110,0,0,0,6,0
S00092465,81,2,0,75,1,0,0,3,0
S00092466,178,10,0,163,0,2,1,0,2
S00092467,165,14,2,142,1,0,0,0,6
S00092468,85,6,0,79,0,0,0,0,0
S00092469,68,1,0,58,0,0,0,8,1
S00092470,159,8,2,134,0,0,4,9,2
S00092471,210,9,0,177,0,0,3,16,5
S00092472,73,4,0,64,0,0,0,4,1
S00092473,95,4,0,88,1,0,1,0,1
S00092474,167,10,0,147,3,1,1,1,4
S00092475,144,5,1,129,0,0,1,8,0
S00092476,90,5,0,80,0,0,0,3,2
S00092477,131,6,1,124,0,0,0,0,0
S00092478,84,3,0,75,0,0,0,6,0
S00092479,156,37,0,98,3,0,1,8,9
S00092480,100,12,0,86,0,0,1,0,1
S00092481,91,24,0,65,0,0,0,1,1
S00092482,89,19,0,70,0,0,0,0,0
S00092483,167,36,0,120,0,0,3,0,8
S00092484,97,24,0,71,1,0,0,0,1
S00092485,131,21,0,98,1,0,0,3,8
S00092486,68,15,0,50,0,0,3,0,0
S00092487,177,80,0,95,1,0,0,0,1
S00092488,76,16,0,57,2,0,0,0,1
S00092489,131,16,1,106,0,0,3,2,3
S00092490,112,37,1,63,1,1,2,4,3
S00092491,127,8,0,114,0,0,1,2,2
S00092492,107,3,0,104,0,0,0,0,0
S00092493,171,16,0,151,0,0,1,1,2
S00092494,144,22,1,120,0,0,0,0,1
S00092495,129,14,0,111,0,0,0,1,3
S00092496,144,18,2,121,1,0,0,1,1
S00092497,101,17,0,80,2,0,2,0,0
S00092498,117,18,0,94,2,1,0,0,2
S00092499,101,25,0,63,0,1,0,12,0
S00092500,119,49,1,63,0,0,1,0,5
S00092501,117,32,1,75,0,0,4,4,1
S00092502,121,18,1,96,1,0,1,0,4
S00092503,142,37,2,94,0,0,1,0,8
S00092504,126,42,1,78,1,0,1,2,1
S00092505,100,29,0,66,3,0,2,0,0
S00092506,149,22,1,115,2,2,0,0,7
S00092507,163,10,0,142,2,0,2,0,7
S00092508,179,30,0,142,2,3,0,0,2
S00092509,110,16,0,89,1,0,2,0,2
S00092510,134,18,3,107,0,1,1,2,2
S00092511,140,19,3,101,1,1,7,0,8
S00092512,210,15,4,177,0,0,2,0,12
S00092513,211,18,0,187,1,0,0,0,5
S00092514,132,11,1,111,2,1,6,0,0
S00092515,51,3,0,44,0,0,0,0,4
S00092516,109,18,3,80,0,0,4,0,4
S00092517,132,22,0,101,2,1,2,0,4
S00092518,132,21,2,106,0,0,0,2,1
S00092519,187,18,1,155,4,1,3,0,5
S00092520,137,36,0,97,0,0,2,0,2
S00092521,137,31,0,103,0,0,1,0,2
S00092522,178,17,3,155,0,0,1,0,2
S00092523,70,12,0,50,2,0,1,4,1
S00092524,199,24,0,161,0,0,3,0,11
S00092525,69,5,0,64,0,0,0,0,0
S00092526,107,14,4,84,1,2,1,0,1
S00092527,110,14,1,87,0,0,1,0,7
S00092528,143,29,2,108,1,0,0,1,2
S00092529,142,40,0,98,0,0,2,0,2
S00092530,109,22,1,83,0,1,1,0,1
S00092531,98,12,2,77,2,1,2,1,1
S00092532,139,34,1,100,1,2,0,0,1
S00092533,112,21,0,86,2,0,0,2,1
S00092534,168,36,0,121,0,0,3,0,8
S00092535,75,18,0,52,2,0,0,0,3
S00092536,96,14,2,75,0,0,0,0,5
S00092537,62,20,0,40,0,0,0,0,2
S00092538,188,16,0,154,2,1,6,3,6
S00092539,83,15,1,57,0,0,2,2,6
S00092540,137,27,1,96,2,0,4,0,7
S00092541,130,16,0,103,2,0,2,1,6
S00092542,114,8,1,101,0,0,1,0,3
S00092543,198,26,0,162,1,0,1,0,8
S00092544,88,8,0,77,0,0,0,0,3
S00092545,110,15,0,84,1,0,4,2,4
S00092546,64,14,2,39,1,1,2,3,2
S00092547,115,19,2,89,0,1,1,0,3
S00092548,65,5,0,60,0,0,0,0,0
S00092549,125,20,1,97,1,1,1,0,4
S00092550,253,17,0,215,1,0,1,2,17
S00092551,211,37,1,160,4,2,1,0,6
S00092552,222,23,2,182,0,1,1,7,6
S00092553,165,30,0,134,0,0,0,0,1
S00092554,189,23,1,157,1,0,0,1,6
S00092555,192,25,0,161,1,0,0,1,4
S00092556,122,15,0,94,1,1,0,0,11
S00092557,181,28,3,139,0,0,0,0,11
S00092558,230,32,1,187,3,0,2,0,5
S00092559,178,20,4,144,0,0,0,0,10
S00092560,145,15,0,123,0,1,2,0,4
S00092561,93,14,0,78,1,0,0,0,0
S00092562,184,19,2,153,0,2,1,0,7
S00092563,164,33,0,123,0,1,1,1,5
S00092564,91,10,2,74,0,2,1,0,2
S00092565,167,18,2,138,2,0,2,0,5
S00092566,106,12,0,89,0,0,1,3,1
S00092567,166,13,3,144,0,0,0,0,6
S00092568,125,13,1,98,2,0,0,10,1
S00092569,201,17,0,169,1,1,6,0,7
S00092570,153,15,1,125,0,0,3,0,9
S00092571,95,16,0,74,0,0,2,0,3
S00092572,81,8,0,68,1,0,1,0,3
S00092573,196,15,4,138,1,1,7,1,29
S00092574,137,13,0,115,2,0,0,0,7
S00092575,163,31,1,122,2,0,1,0,6
S00092576,102,15,0,87,0,0,0,0,0
S00092577,110,21,0,81,0,0,1,0,7
S00092578,124,22,0,97,0,0,0,0,5
S00092579,108,25,3,76,0,1,0,0,3
S00092580,147,42,0,94,0,1,3,0,7
S00092581,140,37,1,90,3,0,2,2,5
S00092582,56,13,0,37,2,0,1,0,3
S00092583,166,47,1,100,3,3,1,3,8
S00092584,71,13,2,44,1,0,2,1,8
S00092585,172,43,0,111,2,0,5,4,7
S00092586,164,21,1,134,1,0,1,2,4
S00092587,129,14,2,110,0,0,3,0,0
S00092588,133,21,2,103,1,0,2,3,1
S00092589,137,21,2,95,1,3,3,7,5
S00092590,96,21,1,66,0,0,3,1,4
S00092591,93,17,0,72,0,0,2,1,1
S00092592,177,22,0,147,0,0,0,7,1
S00092593,113,6,0,102,0,0,0,0,5
S00092594,121,24,0,92,1,1,1,0,2
S00092595,103,13,0,86,0,0,0,2,2
S00092596,252,41,0,203,0,0,3,1,4
S00092597,109,18,3,86,1,0,0,0,1
S00092598,115,11,0,94,1,0,3,0,6
S00092599,129,21,0,96,0,1,0,5,6
S00092600,109,17,2,89,0,0,0,0,1
S00092601,106,9,1,90,1,0,1,0,4
S00092602,131,20,1,99,1,0,1,4,5
S00092603,152,37,1,107,0,0,4,0,3
S00092604,176,33,0,133,5,0,4,0,1
S00092605,106,15,2,84,0,0,0,0,5
S00092606,107,18,0,84,1,1,0,0,3
S00092607,93,12,1,76,1,0,0,1,2
S00092608,106,10,0,94,1,1,0,0,0
S00092609,171,16,0,143,0,0,4,6,2
S00092610,199,22,1,173,0,0,0,0,3
S00092611,130,26,1,95,1,0,3,0,4
S00092612,167,28,2,131,0,0,0,0,6
S00092613,83,8,0,67,0,1,0,4,3
S00092614,93,0,1,85,0,1,0,3,3
S00092615,72,1,1,68,0,0,1,0,1
S00092616,141,18,1,117,1,2,0,1,1
S00092617,95,18,0,74,0,0,2,0,1
S00092618,159,19,1,133,1,0,2,0,3
S00092619,177,16,0,150,2,1,2,0,6
S00092620,156,8,0,145,0,0,0,0,3
S00092621,218,19,0,177,8,1,1,0,12
S00092622,70,10,0,56,0,0,2,2,0
S00092623,95,17,4,61,3,4,1,0,5
S00092624,155,15,0,137,0,1,0,0,2
S00092625,170,22,1,143,1,0,1,0,2
S00092626,80,10,0,66,1,0,2,0,1
S00092627,107,7,0,92,0,0,0,4,4
S00092628,67,12,1,46,0,0,0,0,8
S00092629,205,39,4,147,1,0,2,1,11
S00092630,66,5,0,61,0,0,0,0,0
S00092631,191,16,1,167,0,5,0,0,2
S00092632,111,9,1,94,0,0,3,0,4
S00092633,99,15,1,80,0,0,0,0,3
S00092634,120,9,0,106,1,0,1,0,3
S00092635,159,14,1,138,0,1,3,2,0
S00092636,119,19,0,96,0,0,2,0,2
S00092637,156,27,2,114,0,0,3,3,7
S00092638,146,47,0,75,1,0,3,0,20
S00092639,135,41,0,84,0,0,5,0,5
S00092640,167,22,0,124,1,0,6,3,11
S00092641,138,29,1,92,0,0,2,8,6
S00092642,176,42,2,113,1,1,4,0,13
S00092643,62,10,1,46,1,0,1,0,3
S00092644,104,11,0,81,0,0,0,8,4
S00092645,83,10,5,64,1,1,0,0,2
S00092646,116,33,0,70,4,0,0,0,9
S00092647,199,53,2,123,2,1,3,4,11
S00092648,141,31,2,89,2,0,7,0,10
S00092649,150,29,2,102,1,0,1,4,11
S00092650,206,40,1,161,0,1,0,0,3
S00092651,120,25,1,82,1,2,1,1,7
S00092652,69,9,0,57,0,0,0,0,3
S00092653,130,12,1,113,1,0,1,0,2
S00092654,124,8,0,110,0,1,1,1,3
S00092655,134,4,0,126,0,0,1,0,3
S00092656,112,2,0,106,0,0,0,0,4
S00092657,185,24,0,148,1,1,2,1,8
S00092658,89,10,0,73,1,1,1,0,3
S00092659,182,7,2,165,0,0,1,0,7
S00092660,101,6,1,92,1,0,0,0,1
S00092661,117,16,0,93,1,0,3,0,4
S00092662,78,8,2,63,1,0,2,2,0
S00092663,112,9,0,98,1,0,1,0,3
S00092664,144,44,1,85,1,1,4,0,8
S00092665,71,6,0,63,0,0,1,1,0
S00092666,135,15,1,111,0,1,4,1,2
S00092667,90,25,0,60,0,1,0,1,3
S00092668,99,14,2,78,1,0,1,0,3
S00092669,174,26,0,140,0,0,5,0,3
S00092670,81,9,1,69,1,0,1,0,0
S00092671,120,19,1,97,0,0,1,0,2
S00092672,132,12,0,119,0,0,0,0,1
S00092673,81,5,0,71,0,0,1,0,4
S00092674,146,10,1,121,0,3,2,0,9
S00092675,168,16,0,144,0,0,2,2,4
S00092676,89,16,2,65,0,0,2,0,4
S00092677,98,11,2,76,1,0,2,0,6
S00092678,136,24,0,109,1,1,0,0,1
S00092679,84,10,0,69,2,0,1,0,2
S00092680,194,17,0,163,1,0,5,4,4
S00092681,97,8,1,83,0,0,1,2,2
S00092682,103,16,0,81,0,0,3,2,1
S00092683,138,17,3,111,2,0,0,1,4
S00092684,85,11,2,65,0,0,0,1,6
S00092685,87,8,0,71,2,0,1,4,1
S00092686,128,5,2,102,1,3,0,0,15
S00092687,156,12,2,121,0,3,5,0,13
S00092688,83,6,3,62,0,0,1,0,11
S00092689,250,15,0,212,0,1,1,0,21
S00092690,244,27,1,197,3,2,0,2,12
S00092691,132,9,0,116,0,0,2,4,1
S00092692,57,8,0,46,0,0,1,0,2
S00092693,119,8,1,103,0,0,2,1,4
S00092694,153,4,2,143,0,0,3,0,1
S00092695,59,12,0,47,0,0,0,0,0
S00092696,127,11,0,106,1,0,1,1,7
S00092697,120,9,0,100,0,0,1,2,8
S00092698,147,15,0,118,0,0,1,1,12
S00092699,136,14,0,114,2,0,3,0,3
S00092700,88,8,0,76,1,0,0,0,3
S00092701,118,11,0,97,5,0,1,1,3
S00092702,108,10,0,90,1,0,2,0,5
S00092703,160,13,0,139,1,0,2,0,5
S00092704,158,17,0,133,2,1,1,0,4
S00092705,110,16,1,90,0,0,0,0,3
S00092706,160,12,0,147,0,0,0,0,1
S00092707,63,3,0,57,0,1,1,0,1
S00092708,104,9,0,94,0,0,0,0,1
S00092709,93,12,0,78,1,0,0,1,1
S00092710,133,11,0,117,2,0,0,2,1
S00092711,128,15,0,108,0,0,3,0,2
S00092712,123,10,0,96,0,0,6,5,6
S00092713,118,18,1,85,4,1,4,0,5
S00092714,69,8,0,61,0,0,0,0,0
S00092715,101,22,1,76,0,0,0,0,2
S00092716,132,10,0,122,0,0,0,0,0
S00092717,205,17,3,183,0,0,1,0,1
S00092718,110,15,0,90,0,0,2,0,3
S00092719,86,5,0,77,1,0,2,0,1
S00092720,186,13,5,153,0,0,0,8,7
S00092721,86,8,0,74,0,0,0,0,4
S00092722,82,10,0,69,1,0,0,0,2
S00092723,167,17,1,145,2,0,1,0,1
S00092724,146,7,1,119,0,0,1,17,1
S00092725,57,6,0,48,0,0,2,0,1
S00092726,116,12,1,99,1,0,2,0,1
S00092727,93,8,4,79,0,0,0,0,2
S00092728,109,10,0,94,0,1,0,4,0
S00092729,146,12,0,126,0,0,0,7,1
S00092730,111,9,0,100,0,0,0,0,2
S00092731,175,15,0,151,2,0,1,3,3
S00092732,128,8,0,117,0,0,1,1,1
S00092733,177,10,1,159,3,0,1,0,3
S00092734,154,12,0,120,1,0,0,15,6
S00092735,62,3,0,57,0,0,0,0,2
S00092736,57,9,0,47,0,0,0,1,0
S00092737,104,5,0,91,0,0,0,6,2
S00092738,131,10,0,111,0,0,3,7,0
S00092739,80,5,1,71,1,0,0,0,2
S00092740,60,7,1,52,0,0,0,0,0
S00092741,98,10,2,79,0,0,0,5,2
S00092742,109,4,0,95,0,0,1,4,5
S00092743,82,1,0,80,0,0,1,0,0
S00092744,126,8,3,112,0,0,1,0,2
S00092745,173,9,1,150,0,0,1,7,5
S00092746,63,2,0,57,0,1,0,0,3
S00092747,117,9,0,101,2,0,0,4,1
S00092748,138,10,1,120,1,0,3,0,3
S00092749,124,6,0,115,1,0,0,0,2
S00092750,103,8,0,93,0,0,0,0,2
S00092751,132,26,0,102,0,0,2,1,1
S00092752,155,11,0,142,0,0,1,0,1
S00092753,133,8,0,113,1,1,0,4,6
S00092754,90,7,3,76,0,0,0,2,2
S00092755,75,5,2,64,0,1,1,0,2
S00092756,170,16,0,144,1,2,4,0,3
S00092757,178,11,1,156,1,1,0,6,2
S00092758,70,4,2,64,0,0,0,0,0
S00092759,95,5,0,79,0,0,5,0,6
S00092760,151,8,0,134,0,0,2,0,7
S00092761,64,6,0,57,0,0,0,0,1
S00092762,84,2,0,79,0,0,1,0,2
S00092763,145,15,0,123,1,1,0,0,5
S00092764,119,7,1,105,0,0,4,2,0
S00092765,219,10,0,202,0,0,0,0,7
S00092766,94,9,0,76,0,0,3,4,2
S00092767,159,15,0,131,2,0,0,0,11
S00092768,169,20,1,142,0,0,0,0,6
S00092769,163,21,0,129,3,0,0,2,8
S00092770,71,6,0,59,0,2,1,1,2
S00092771,168,23,2,132,1,1,1,0,8
S00092772,121,11,0,109,0,0,0,1,0
S00092773,81,11,2,67,1,0,0,0,0
S00092774,115,5,0,105,1,1,0,0,3
S00092775,92,7,0,85,0,0,0,0,0
S00092776,138,16,0,114,2,0,1,0,5
S00092777,109,16,3,80,0,0,1,4,5
S00092778,141,24,0,111,1,0,2,0,3
S00092779,189,32,1,140,0,2,0,0,14
S00092780,108,13,1,88,2,0,4,0,0
S00092781,153,20,6,121,0,0,4,2,0
S00092782,114,10,0,99,1,0,2,0,2
S00092783,119,8,0,97,1,0,6,0,7
S00092784,140,9,1,126,1,0,1,0,2
S00092785,168,34,0,128,0,0,1,3,2
S00092786,111,21,0,86,0,0,0,2,2
S00092787,127,11,0,110,0,0,1,1,4
S00092788,161,6,1,143,0,0,2,4,5
S00092789,161,14,0,135,1,0,1,0,10
S00092790,191,22,0,161,2,0,2,0,4
S00092791,82,3,0,71,0,0,2,0,6
S00092792,124,16,2,98,2,0,2,3,1
S00092793,128,15,1,102,0,0,3,5,2
S00092794,99,10,0,88,0,0,0,0,1
S00092795,69,1,0,62,0,0,0,5,1
S00092796,93,13,0,77,0,0,1,0,2
S00092797,136,13,0,120,0,0,0,1,2
S00092798,91,9,1,77,0,0,1,0,3
S00092799,118,8,0,106,1,0,0,0,3
S00092800,140,10,0,120,0,4,2,0,4
S00092801,58,11,0,44,0,0,0,2,1
S00092802,95,3,0,91,0,0,0,0,1
S00092803,57,5,0,49,1,0,2,0,0
S00092804,227,17,1,191,0,0,8,2,8
S00092805,87,6,1,79,0,0,0,0,1
S00092806,116,16,1,98,0,1,0,0,0
S00092807,155,16,0,131,1,0,2,2,3
S00092808,121,14,2,98,2,1,0,0,4
S00092809,105,10,0,94,0,0,0,1,0
S00092810,170,17,0,144,4,0,3,0,2
S00092811,81,13,0,62,1,0,0,1,4
S00092812,131,4,1,122,1,1,1,0,1
S00092813,142,12,1,122,1,0,0,3,3
S00092814,166,21,1,139,0,0,3,1,1
S00092815,155,18,0,131,0,0,0,4,2
S00092816,188,18,0,160,1,0,3,0,6
S00092817,84,16,0,67,0,0,0,0,1
S00092818,132,24,0,103,2,0,0,2,1
S00092819,85,11,0,70,1,0,0,1,2
S00092820,121,19,0,98,0,0,1,0,3
S00092821,72,7,0,62,0,0,0,0,3
S00092822,66,7,0,50,1,1,2,0,5
S00092823,198,22,2,164,0,0,3,2,5
S00092824,147,20,0,124,1,0,2,0,0
S00092825,84,6,0,77,0,0,0,0,1
S00092826,85,5,0,78,0,0,2,0,0
S00092827,57,4,0,53,0,0,0,0,0
S00092828,83,6,0,74,0,0,0,0,3
S00092829,105,2,0,100,0,0,0,2,1
S00092830,183,9,0,173,0,1,0,0,0
S00092831,96,1,0,82,0,1,0,10,2
S00092832,106,6,0,90,0,0,0,10,0
S00092833,73,0,0,70,0,0,0,2,1
S00092834,82,6,0,68,0,1,0,6,1
S00092835,119,7,0,109,0,0,0,0,3
S00092836,81,10,3,66,0,0,0,0,2
S00092837,135,5,0,126,0,0,3,0,1
S00092838,128,4,0,114,0,0,0,6,4
S00092839,67,8,0,57,0,1,1,0,0
S00092840,85,6,0,72,1,0,1,5,0
S00092841,126,0,1,120,0,0,0,3,2
S00092842,96,4,0,67,0,0,0,25,0
S00092843,86,5,1,77,0,0,0,2,1
S00092844,120,4,0,113,0,0,0,0,3
S00092845,90,4,0,80,0,0,0,5,1
S00092846,102,6,0,96,0,0,0,0,0
S00092847,76,6,0,69,1,0,0,0,0
S00092848,89,4,0,81,0,0,0,3,1
S00092849,126,11,0,111,0,1,0,2,1
S00092850,71,7,0,63,0,0,0,0,1
S00092851,162,7,0,147,0,0,1,5,2
S00092852,166,23,1,139,0,0,0,1,2
S00092853,126,19,0,102,0,0,1,0,4
S00092854,63,11,0,50,0,0,1,0,1
S00092855,93,4,0,83,0,0,1,2,3
S00092856,89,8,0,79,0,0,1,0,1
S00092857,112,11,0,96,1,0,2,0,2
S00092858,155,14,0,136,1,1,1,0,2
S00092859,56,1,0,55,0,0,0,0,0
S00092860,82,5,1,74,1,0,0,0,1
S00092861,105,10,0,93,1,0,0,0,1
S00092862,76,7,0,66,0,1,1,0,1
S00092863,85,8,2,71,2,0,0,0,2
S00092864,140,19,1,116,1,1,0,0,2
S00092865,135,9,0,124,0,0,0,0,2
S00092866,52,5,0,40,0,0,0,6,1
S00092867,108,6,0,88,0,0,0,14,0
S00092868,127,5,0,116,0,0,1,5,0
S00092869,92,5,1,73,0,0,0,6,7
S00092870,58,2,0,51,0,0,0,0,5
S00092871,122,10,2,101,0,1,1,2,5
S00092872,77,8,0,65,0,0,0,3,1
S00092873,121,12,3,98,0,1,1,6,0
S00092874,126,11,0,109,0,0,0,4,2
S00092875,191,28,1,160,1,0,0,0,1
S00092876,84,7,0,64,0,0,3,10,0
S00092877,159,22,0,133,0,0,4,0,0
S00092878,118,19,0,97,0,0,1,0,1
S00092879,99,10,0,88,0,0,0,0,1
S00092880,120,18,0,97,1,0,0,0,4
S00092881,122,15,1,103,0,0,1,0,2
S00092882,107,20,1,82,0,1,0,0,3
S00092883,118,11,0,103,1,0,1,1,1
S00092884,52,4,0,47,0,0,0,1,0
S00092885,155,6,0,143,0,0,1,4,1
S00092886,101,9,0,91,0,0,1,0,0
S00092887,141,10,0,126,1,0,0,0,4
S00092888,60,4,0,56,0,0,0,0,0
S00092889,94,14,0,79,0,0,0,0,1
S00092890,70,9,0,59,1,0,1,0,0
S00092891,144,18,0,120,0,0,1,2,3
S00092892,149,41,4,99,0,0,0,1,4
S00092893,116,6,0,109,0,0,1,0,0
S00092894,119,5,0,109,1,0,0,1,3
S00092895,104,15,0,88,0,0,1,0,0
S00092896,137,12,0,118,0,0,1,1,5
S00092897,87,7,0,79,0,0,0,0,1
S00092898,114,6,0,98,0,2,2,2,4
S00092899,53,6,1,46,0,0,0,0,0
S00092900,108,9,0,82,0,0,3,5,9
S00092901,246,22,0,221,1,0,0,0,2
S00092902,114,6,0,104,0,0,3,0,1
S00092903,210,7,0,194,0,0,0,4,5
S00092904,192,3,2,181,0,0,1,1,4
S00092905,165,6,6,149,0,0,0,4,0
S00092906,109,8,0,92,1,0,1,6,1
S00092907,172,4,0,80,0,2,12,70,4
S00092908,70,9,0,34,0,0,5,22,0
S00092909,93,2,0,87,0,0,2,1,1
S00092910,132,9,1,116,0,0,3,0,3
S00092911,124,7,0,112,0,0,0,4,1
S00092912,145,10,0,129,0,0,1,0,5
S00092913,89,4,0,79,0,0,0,3,3
S00092914,95,8,0,85,0,0,0,1,1
S00092915,155,18,1,135,0,0,0,0,1
S00092916,164,15,0,131,2,1,11,1,3
S00092917,144,12,0,118,1,1,3,9,0
S00092918,121,8,2,104,0,0,1,4,2
S00092919,135,17,0,111,1,0,3,0,3
S00092920,106,6,0,95,2,0,1,1,1
S00092921,181,28,2,143,2,1,1,0,4
S00092922,82,12,2,64,0,0,0,0,4
S00092923,101,11,3,79,0,0,1,4,3
S00092924,115,14,1,88,0,0,5,1,6
S00092925,149,23,1,109,2,0,3,6,5
S00092926,62,16,0,41,0,0,2,0,3
S00092927,140,8,0,125,0,0,0,7,0
S00092928,127,21,0,101,1,0,2,1,1
S00092929,58,5,0,53,0,0,0,0,0
S00092930,139,13,0,123,1,1,0,0,1
S00092931,146,22,0,121,0,0,0,0,3
S00092932,145,10,1,131,0,0,0,0,3
S00092933,146,9,0,132,0,0,2,3,0
S00092934,143,3,0,137,0,0,0,2,1
S00092935,111,15,0,92,0,0,1,3,0
S00092936,79,5,0,50,0,0,0,23,1
S00092937,107,7,0,70,0,0,1,24,5
S00092938,115,16,0,60,1,0,1,33,4
S00092939,165,5,0,136,0,0,0,21,3
S00092940,123,22,1,95,3,0,0,0,2
S00092941,160,14,0,132,3,0,3,1,7
S00092942,141,20,0,113,1,0,2,5,0
S00092943,69,2,0,63,1,0,0,0,3
S00092944,119,17,1,90,0,0,3,0,8
S00092945,116,12,1,91,2,2,2,0,6
S00092946,105,8,0,89,0,0,1,7,0
S00092947,173,17,1,134,2,0,0,16,3
S00092948,202,26,0,157,1,0,2,0,16
S00092949,82,7,0,55,0,0,5,1,14
S00092950,107,23,3,68,1,0,0,0,12
S00092951,152,15,0,131,0,1,0,0,5
S00092952,159,10,0,137,1,0,0,1,10
S00092953,70,10,0,54,0,0,0,5,1
S00092954,103,5,0,94,1,0,2,0,1
S00092955,111,9,2,96,1,1,1,0,1
S00092956,138,15,1,121,1,0,0,0,0
S00092957,103,9,0,92,0,0,0,0,2
S00092958,154,16,0,133,1,0,1,0,3
S00092959,84,6,0,74,3,0,0,1,0
S00092960,151,19,1,121,0,0,0,1,9
S00092961,102,7,0,85,0,0,7,0,3
S00092962,127,1,0,122,0,1,0,3,0
S00092963,132,9,0,122,0,1,0,0,0
S00092964,99,7,0,92,0,0,0,0,0
S00092965,191,12,2,174,1,0,0,1,1
S00092966,133,21,2,108,0,0,0,0,2
S00092967,99,7,0,91,0,0,1,0,0
